# gapseq version: 1.2 dd8576dc
# Transporter sequence DB md5sum: b99a77e (2024-03-19)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q5QUJ8|2.A.121.1.3	2.A.121.1.3	cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|Q5QUJ8|2.A.121.1.3	43.590	1.05e-46	153	94	lcl|AP013070.1_cds_BAN56351.1_4498 [locus_tag=PP4_44980] [protein=CysZ protein] [protein_id=BAN56351.1] [location=5109141..5109869] [gbkey=CDS]	19	720	transporter
gnl|TC-DB|M4XKU7|2.A.121.1.4	2.A.121.1.4	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|M4XKU7|2.A.121.1.4	75.847	2.27e-107	307	96	lcl|AP013070.1_cds_BAN56351.1_4498 [locus_tag=PP4_44980] [protein=CysZ protein] [protein_id=BAN56351.1] [location=5109141..5109869] [gbkey=CDS]	13	720	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	25.405	6.35e-15	73.6	84	lcl|AP013070.1_cds_BAN55928.1_4075 [locus_tag=PP4_40750] [protein=putative major facilitator superfamily transporter] [protein_id=BAN55928.1] [location=4641550..4642728] [gbkey=CDS]	82	1074	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	25.405	6.35e-15	73.6	84	lcl|AP013070.1_cds_BAN55928.1_4075 [locus_tag=PP4_40750] [protein=putative major facilitator superfamily transporter] [protein_id=BAN55928.1] [location=4641550..4642728] [gbkey=CDS]	82	1074	transporter
gnl|TC-DB|P23910|2.A.1.2.14	2.A.1.2.14	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P23910|2.A.1.2.14	36.963	1.75e-53	179	88	lcl|AP013070.1_cds_BAN54611.1_2758 [locus_tag=PP4_27580] [protein=putative sugar transporter] [protein_id=BAN54611.1] [location=3130572..3131693] [gbkey=CDS]	1	1038	transporter
gnl|TC-DB|P23910|2.A.1.2.14	2.A.1.2.14	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P23910|2.A.1.2.14	36.963	1.75e-53	179	88	lcl|AP013070.1_cds_BAN54611.1_2758 [locus_tag=PP4_27580] [protein=putative sugar transporter] [protein_id=BAN54611.1] [location=3130572..3131693] [gbkey=CDS]	1	1038	transporter
gnl|TC-DB|P31122|2.A.1.2.15	2.A.1.2.15	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P31122|2.A.1.2.15	59.610	3.59e-105	313	91	lcl|AP013070.1_cds_BAN55227.1_3374 [gene=sotB] [locus_tag=PP4_33740] [protein=sugar efflux transporter SotB] [protein_id=BAN55227.1] [location=complement(3837428..3838603)] [gbkey=CDS]	25	1101	transporter
gnl|TC-DB|P31122|2.A.1.2.15	2.A.1.2.15	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P31122|2.A.1.2.15	59.610	3.59e-105	313	91	lcl|AP013070.1_cds_BAN55227.1_3374 [gene=sotB] [locus_tag=PP4_33740] [protein=sugar efflux transporter SotB] [protein_id=BAN55227.1] [location=complement(3837428..3838603)] [gbkey=CDS]	25	1101	transporter
gnl|TC-DB|Q9S3J9|2.A.1.2.18	2.A.1.2.18	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|Q9S3J9|2.A.1.2.18	61.773	2.96e-112	331	91	lcl|AP013070.1_cds_BAN55227.1_3374 [gene=sotB] [locus_tag=PP4_33740] [protein=sugar efflux transporter SotB] [protein_id=BAN55227.1] [location=complement(3837428..3838603)] [gbkey=CDS]	19	1101	transporter
gnl|TC-DB|Q9S3J9|2.A.1.2.18	2.A.1.2.18	melibiose	EX_cpd03198_e0	rxn05612,rxn08906,rxn08907,rxn29106	gnl|TC-DB|Q9S3J9|2.A.1.2.18	61.773	2.96e-112	331	91	lcl|AP013070.1_cds_BAN55227.1_3374 [gene=sotB] [locus_tag=PP4_33740] [protein=sugar efflux transporter SotB] [protein_id=BAN55227.1] [location=complement(3837428..3838603)] [gbkey=CDS]	19	1101	transporter
gnl|TC-DB|Q6MEN5|2.A.12.1.8	2.A.12.1.8	UTP	EX_cpd00062_e0	rxn29873	gnl|TC-DB|Q6MEN5|2.A.12.1.8	21.573	8.69e-05	42.4	90	lcl|AP013070.1_cds_BAN54433.1_2580 [locus_tag=PP4_25800] [protein=putative major facilitator superfamily transporter] [protein_id=BAN54433.1] [location=2939866..2941149] [gbkey=CDS]	52	1281	transporter
gnl|TC-DB|P0AEY8|2.A.1.2.19	2.A.1.2.19	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P0AEY8|2.A.1.2.19	43.681	7.11e-89	273	86	lcl|AP013070.1_cds_BAN52718.1_865 [locus_tag=PP4_08650] [protein=putative multidrug resistance transporter] [protein_id=BAN52718.1] [location=997067..998311] [gbkey=CDS]	31	1104	transporter
gnl|TC-DB|Q797E3|2.A.1.2.25	2.A.1.2.25	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|Q797E3|2.A.1.2.25	29.714	3.34e-43	152	90	lcl|AP013070.1_cds_BAN53820.1_1967 [locus_tag=PP4_19670] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53820.1] [location=2242151..2243326] [gbkey=CDS]	7	1050	transporter
gnl|TC-DB|Q797E3|2.A.1.2.25	2.A.1.2.25	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|Q797E3|2.A.1.2.25	29.714	3.34e-43	152	90	lcl|AP013070.1_cds_BAN53820.1_1967 [locus_tag=PP4_19670] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53820.1] [location=2242151..2243326] [gbkey=CDS]	7	1050	transporter
gnl|TC-DB|Q797E3|2.A.1.2.25	2.A.1.2.25	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|Q797E3|2.A.1.2.25	29.714	3.34e-43	152	90	lcl|AP013070.1_cds_BAN53820.1_1967 [locus_tag=PP4_19670] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53820.1] [location=2242151..2243326] [gbkey=CDS]	7	1050	transporter
gnl|TC-DB|Q797E3|2.A.1.2.25	2.A.1.2.25	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q797E3|2.A.1.2.25	29.714	3.34e-43	152	90	lcl|AP013070.1_cds_BAN53820.1_1967 [locus_tag=PP4_19670] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53820.1] [location=2242151..2243326] [gbkey=CDS]	7	1050	transporter
gnl|TC-DB|P31141|2.A.1.2.32	2.A.1.2.3	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P31141|2.A.1.2.32	33.538	1.22e-17	81.3	83	lcl|AP013070.1_cds_BAN53820.1_1967 [locus_tag=PP4_19670] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53820.1] [location=2242151..2243326] [gbkey=CDS]	16	978	transporter
gnl|TC-DB|P31141|2.A.1.2.32	2.A.1.2.3	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P31141|2.A.1.2.32	33.538	1.22e-17	81.3	83	lcl|AP013070.1_cds_BAN53820.1_1967 [locus_tag=PP4_19670] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53820.1] [location=2242151..2243326] [gbkey=CDS]	16	978	transporter
gnl|TC-DB|P31141|2.A.1.2.32	2.A.1.2.3	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P31141|2.A.1.2.32	33.538	1.22e-17	81.3	83	lcl|AP013070.1_cds_BAN53820.1_1967 [locus_tag=PP4_19670] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53820.1] [location=2242151..2243326] [gbkey=CDS]	16	978	transporter
gnl|TC-DB|P0DMV3|2.A.123.2.16	2.A.123.2.16	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P0DMV3|2.A.123.2.16	28.986	4.1	23.5	75	lcl|AP013070.1_cds_BAN56458.1_4605 [locus_tag=PP4_46050] [protein=putative BASS family transporter] [protein_id=BAN56458.1] [location=5223977..5224933] [gbkey=CDS]	88	282	transporter
gnl|TC-DB|P0DMV3|2.A.123.2.16	2.A.123.2.16	sucrose	EX_cpd00076_e0	rxn09658	gnl|TC-DB|P0DMV3|2.A.123.2.16	28.986	4.1	23.5	75	lcl|AP013070.1_cds_BAN56458.1_4605 [locus_tag=PP4_46050] [protein=putative BASS family transporter] [protein_id=BAN56458.1] [location=5223977..5224933] [gbkey=CDS]	88	282	transporter
gnl|TC-DB|D0CCT2|2.A.1.2.51	2.A.1.2.51	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|D0CCT2|2.A.1.2.51	39.429	4.24e-63	206	83	lcl|AP013070.1_cds_BAN52718.1_865 [locus_tag=PP4_08650] [protein=putative multidrug resistance transporter] [protein_id=BAN52718.1] [location=997067..998311] [gbkey=CDS]	34	1080	transporter
gnl|TC-DB|P31126|2.A.1.2.55	2.A.1.2.55	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P31126|2.A.1.2.55	33.152	1.52e-53	180	92	lcl|AP013070.1_cds_BAN55928.1_4075 [locus_tag=PP4_40750] [protein=putative major facilitator superfamily transporter] [protein_id=BAN55928.1] [location=4641550..4642728] [gbkey=CDS]	70	1170	transporter
gnl|TC-DB|P31126|2.A.1.2.55	2.A.1.2.55	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P31126|2.A.1.2.55	33.152	1.52e-53	180	92	lcl|AP013070.1_cds_BAN55928.1_4075 [locus_tag=PP4_40750] [protein=putative major facilitator superfamily transporter] [protein_id=BAN55928.1] [location=4641550..4642728] [gbkey=CDS]	70	1170	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|Q81B77|2.A.1.26.3	22.663	4.73e-11	61.2	88	lcl|AP013070.1_cds_BAN57195.1_5342 [locus_tag=PP4_53420] [protein=putative major facilitator superfamily transporter] [protein_id=BAN57195.1] [location=complement(6044891..6046030)] [gbkey=CDS]	1	1026	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q81B77|2.A.1.26.3	22.663	4.73e-11	61.2	88	lcl|AP013070.1_cds_BAN57195.1_5342 [locus_tag=PP4_53420] [protein=putative major facilitator superfamily transporter] [protein_id=BAN57195.1] [location=complement(6044891..6046030)] [gbkey=CDS]	1	1026	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q81B77|2.A.1.26.3	22.663	4.73e-11	61.2	88	lcl|AP013070.1_cds_BAN57195.1_5342 [locus_tag=PP4_53420] [protein=putative major facilitator superfamily transporter] [protein_id=BAN57195.1] [location=complement(6044891..6046030)] [gbkey=CDS]	1	1026	transporter
gnl|TC-DB|P28246|2.A.1.2.7	2.A.1.2.7	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P28246|2.A.1.2.7	30.928	5.54e-36	133	97	lcl|AP013070.1_cds_BAN52515.1_662 [locus_tag=PP4_06620] [protein=putative drug resistance transporter] [protein_id=BAN52515.1] [location=775778..776959] [gbkey=CDS]	13	1170	transporter
gnl|TC-DB|P28246|2.A.1.2.7	2.A.1.2.7	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P28246|2.A.1.2.7	30.928	5.54e-36	133	97	lcl|AP013070.1_cds_BAN52515.1_662 [locus_tag=PP4_06620] [protein=putative drug resistance transporter] [protein_id=BAN52515.1] [location=775778..776959] [gbkey=CDS]	13	1170	transporter
gnl|TC-DB|P28246|2.A.1.2.7	2.A.1.2.7	L-cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P28246|2.A.1.2.7	30.928	5.54e-36	133	97	lcl|AP013070.1_cds_BAN52515.1_662 [locus_tag=PP4_06620] [protein=putative drug resistance transporter] [protein_id=BAN52515.1] [location=775778..776959] [gbkey=CDS]	13	1170	transporter
gnl|TC-DB|P28246|2.A.1.2.7	2.A.1.2.7	phenylacetate	EX_cpd00489_e0	rxn10559,rxn30233,rxn30234	gnl|TC-DB|P28246|2.A.1.2.7	30.928	5.54e-36	133	97	lcl|AP013070.1_cds_BAN52515.1_662 [locus_tag=PP4_06620] [protein=putative drug resistance transporter] [protein_id=BAN52515.1] [location=775778..776959] [gbkey=CDS]	13	1170	transporter
gnl|TC-DB|Q8NLD6|2.A.1.2.87	2.A.1.2.87	Arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|Q8NLD6|2.A.1.2.87	30.141	2.17e-23	98.2	89	lcl|AP013070.1_cds_BAN53820.1_1967 [locus_tag=PP4_19670] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53820.1] [location=2242151..2243326] [gbkey=CDS]	16	1053	transporter
gnl|TC-DB|Q8NLD6|2.A.1.2.87	2.A.1.2.87	Arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|Q8NLD6|2.A.1.2.87	30.141	2.17e-23	98.2	89	lcl|AP013070.1_cds_BAN53820.1_1967 [locus_tag=PP4_19670] [protein=putative major facilitator superfamily transporter] [protein_id=BAN53820.1] [location=2242151..2243326] [gbkey=CDS]	16	1053	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Chenodeoxycholate	EX_cpd01663_e0	rxn40935	sp|P32369|BAIG_CLOSV|2.A.1.3.13	24.359	1.75e-15	75.9	81	lcl|AP013070.1_cds_BAN55142.1_3289 [locus_tag=PP4_32890] [protein=putative drug resistance protein] [protein_id=BAN55142.1] [location=3732450..3733964] [gbkey=CDS]	133	1284	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Cholate	EX_cpd00526_e0	rxn47305	sp|P32369|BAIG_CLOSV|2.A.1.3.13	24.359	1.75e-15	75.9	81	lcl|AP013070.1_cds_BAN55142.1_3289 [locus_tag=PP4_32890] [protein=putative drug resistance protein] [protein_id=BAN55142.1] [location=3732450..3733964] [gbkey=CDS]	133	1284	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Deoxycholate	EX_cpd02733_e0	rxn43262	sp|P32369|BAIG_CLOSV|2.A.1.3.13	24.359	1.75e-15	75.9	81	lcl|AP013070.1_cds_BAN55142.1_3289 [locus_tag=PP4_32890] [protein=putative drug resistance protein] [protein_id=BAN55142.1] [location=3732450..3733964] [gbkey=CDS]	133	1284	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Lithocholate	EX_cpd02475_e0	rxn90083	sp|P32369|BAIG_CLOSV|2.A.1.3.13	24.359	1.75e-15	75.9	81	lcl|AP013070.1_cds_BAN55142.1_3289 [locus_tag=PP4_32890] [protein=putative drug resistance protein] [protein_id=BAN55142.1] [location=3732450..3733964] [gbkey=CDS]	133	1284	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P0AEJ0|2.A.1.3.2	50.305	3.22e-163	470	96	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	40	1500	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P0AEJ0|2.A.1.3.2	50.305	3.22e-163	470	96	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	40	1500	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P0AEJ0|2.A.1.3.2	50.305	3.22e-163	470	96	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	40	1500	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P0AEJ0|2.A.1.3.2	50.305	3.22e-163	470	96	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	40	1500	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|P0AEJ0|2.A.1.3.2	50.305	3.22e-163	470	96	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	40	1500	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|P0AEJ0|2.A.1.3.2	50.305	3.22e-163	470	96	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	40	1500	transporter
gnl|TC-DB|O51919|2.A.1.3.24	2.A.1.3.24	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|O51919|2.A.1.3.24	40.310	2.06e-121	363	100	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	1	1533	transporter
gnl|TC-DB|P36554|2.A.1.3.26	2.A.1.3.26	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P36554|2.A.1.3.26	47.477	1.17e-104	317	92	lcl|AP013070.1_cds_BAN56869.1_5016 [locus_tag=PP4_50160] [protein=putative drug resistance transporter] [protein_id=BAN56869.1] [location=5678326..5679753] [gbkey=CDS]	25	1332	transporter
gnl|TC-DB|P36554|2.A.1.3.26	2.A.1.3.26	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P36554|2.A.1.3.26	47.477	1.17e-104	317	92	lcl|AP013070.1_cds_BAN56869.1_5016 [locus_tag=PP4_50160] [protein=putative drug resistance transporter] [protein_id=BAN56869.1] [location=5678326..5679753] [gbkey=CDS]	25	1332	transporter
gnl|TC-DB|P36554|2.A.1.3.26	2.A.1.3.26	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P36554|2.A.1.3.26	47.477	1.17e-104	317	92	lcl|AP013070.1_cds_BAN56869.1_5016 [locus_tag=PP4_50160] [protein=putative drug resistance transporter] [protein_id=BAN56869.1] [location=5678326..5679753] [gbkey=CDS]	25	1332	transporter
gnl|TC-DB|C5W789|2.A.1.3.36	2.A.1.3.3	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|C5W789|2.A.1.3.36	44.488	2.60e-132	391	99	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	1	1512	transporter
gnl|TC-DB|C5W789|2.A.1.3.36	2.A.1.3.3	cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|C5W789|2.A.1.3.36	44.488	2.60e-132	391	99	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	1	1512	transporter
gnl|TC-DB|C5W789|2.A.1.3.36	2.A.1.3.3	deoxyuridine	EX_cpd00412_e0	rxn08376,rxn09685,rxn12418	gnl|TC-DB|C5W789|2.A.1.3.36	44.488	2.60e-132	391	99	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	1	1512	transporter
gnl|TC-DB|C5W789|2.A.1.3.36	2.A.1.3.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|C5W789|2.A.1.3.36	44.488	2.60e-132	391	99	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	1	1512	transporter
gnl|TC-DB|C5W789|2.A.1.3.36	2.A.1.3.3	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|C5W789|2.A.1.3.36	44.488	2.60e-132	391	99	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	1	1512	transporter
gnl|TC-DB|C5W789|2.A.1.3.36	2.A.1.3.3	uridine	EX_cpd00249_e0	rxn05199,rxn09371,rxn10895,rxn12460	gnl|TC-DB|C5W789|2.A.1.3.36	44.488	2.60e-132	391	99	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	1	1512	transporter
gnl|TC-DB|C5W789|2.A.1.3.36	2.A.1.3.36	cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|C5W789|2.A.1.3.36	44.488	2.60e-132	391	99	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	1	1512	transporter
gnl|TC-DB|A2RJJ9|2.A.1.3.37	2.A.1.3.37	deoxyuridine	EX_cpd00412_e0	rxn08376,rxn09685,rxn12418	gnl|TC-DB|A2RJJ9|2.A.1.3.37	23.737	0.038	33.9	82	lcl|AP013070.1_cds_BAN55127.1_3274 [locus_tag=PP4_32740] [protein=putative drug resistance efflux protein] [protein_id=BAN55127.1] [location=complement(3720697..3722034)] [gbkey=CDS]	7	1158	transporter
gnl|TC-DB|A2RJJ9|2.A.1.3.37	2.A.1.3.37	uridine	EX_cpd00249_e0	rxn05199,rxn09371,rxn10895,rxn12460	gnl|TC-DB|A2RJJ9|2.A.1.3.37	23.737	0.038	33.9	82	lcl|AP013070.1_cds_BAN55127.1_3274 [locus_tag=PP4_32740] [protein=putative drug resistance efflux protein] [protein_id=BAN55127.1] [location=complement(3720697..3722034)] [gbkey=CDS]	7	1158	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.39	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q5HE38|2.A.1.3.39	26.799	8.05e-36	136	82	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	67	1251	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.39	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q5HE38|2.A.1.3.39	26.799	8.05e-36	136	82	lcl|AP013070.1_cds_BAN54137.1_2284 [gene=emrB] [locus_tag=PP4_22840] [protein=multidrug resistance transporter EmrB] [protein_id=BAN54137.1] [location=2599774..2601309] [gbkey=CDS]	67	1251	transporter
gnl|TC-DB|P96712|2.A.1.3.50	2.A.1.3.50	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P96712|2.A.1.3.50	35.556	6.37e-71	232	79	lcl|AP013070.1_cds_BAN55142.1_3289 [locus_tag=PP4_32890] [protein=putative drug resistance protein] [protein_id=BAN55142.1] [location=3732450..3733964] [gbkey=CDS]	94	1308	transporter
gnl|TC-DB|Q99S97|2.A.1.3.60	2.A.1.3.60	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q99S97|2.A.1.3.60	21.805	4.73e-09	55.5	85	lcl|AP013070.1_cds_BAN55127.1_3274 [locus_tag=PP4_32740] [protein=putative drug resistance efflux protein] [protein_id=BAN55127.1] [location=complement(3720697..3722034)] [gbkey=CDS]	94	1272	transporter
gnl|TC-DB|P43531|2.A.1.36.1	2.A.1.36.1	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P43531|2.A.1.36.1	63.172	2.44e-156	444	89	lcl|AP013070.1_cds_BAN56990.1_5137 [locus_tag=PP4_51370] [protein=putative major facilitator superfamily transporter] [protein_id=BAN56990.1] [location=5821222..5822409] [gbkey=CDS]	4	1119	transporter
gnl|TC-DB|P43531|2.A.1.36.1	2.A.1.36.1	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P43531|2.A.1.36.1	63.172	2.44e-156	444	89	lcl|AP013070.1_cds_BAN56990.1_5137 [locus_tag=PP4_51370] [protein=putative major facilitator superfamily transporter] [protein_id=BAN56990.1] [location=5821222..5822409] [gbkey=CDS]	4	1119	transporter
