# gapseq version: 1.2 dd8576dc
# Transporter sequence DB md5sum: b99a77e (2024-03-19)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P43005|2.A.23.2.3	2.A.23.2.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43005|2.A.23.2.3	28.511	7.56e-24	101	88	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	43	1293	transporter
gnl|TC-DB|O00341|2.A.23.2.5	2.A.23.2.5	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|O00341|2.A.23.2.5	26.941	1.71e-24	103	76	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	133	1242	transporter
gnl|TC-DB|P43003|2.A.23.2.6	2.A.23.2.6	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|P43003|2.A.23.2.6	27.632	8.22e-27	110	81	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	43	1239	transporter
gnl|TC-DB|P43003|2.A.23.2.6	2.A.23.2.6	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P43003|2.A.23.2.6	27.632	8.22e-27	110	81	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	43	1239	transporter
gnl|TC-DB|P43003|2.A.23.2.6	2.A.23.2.6	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43003|2.A.23.2.6	27.632	8.22e-27	110	81	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	43	1239	transporter
gnl|TC-DB|P96792|2.A.2.3.3	2.A.2.3.3	XYLOSE	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|P96792|2.A.2.3.3	32.174	5.90e-68	222	95	lcl|U00096.3_cds_AAC74688.1_1608 [gene=uidB] [locus_tag=b1616] [db_xref=UniProtKB/Swiss-Prot:P0CE44] [protein=glucuronide:H(+) symporter] [protein_id=AAC74688.1] [location=complement(1692890..1694263)] [gbkey=CDS]	4	1362	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P43007|2.A.23.3.1	25.952	3.11e-14	71.6	75	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	172	1281	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P43007|2.A.23.3.1	25.952	3.11e-14	71.6	75	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	172	1281	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	L-threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|P43007|2.A.23.3.1	25.952	3.11e-14	71.6	75	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	172	1281	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|P43007|2.A.23.3.1	25.952	3.11e-14	71.6	75	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	172	1281	transporter
gnl|TC-DB|P43007|2.A.23.3.1	2.A.23.3.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43007|2.A.23.3.1	25.952	3.11e-14	71.6	75	lcl|U00096.3_cds_AAD13460.1_3995 [gene=gltP] [locus_tag=b4077] [db_xref=UniProtKB/Swiss-Prot:P21345] [protein=glutamate/aspartate : H(+) symporter GltP] [protein_id=AAD13460.1] [location=4294481..4295794] [gbkey=CDS]	172	1281	transporter
gnl|TC-DB|A1S5F2|2.A.2.3.6	2.A.2.3.6	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|A1S5F2|2.A.2.3.6	43.084	6.79e-109	327	99	lcl|U00096.3_cds_AAC76681.2_3602 [gene=yicJ] [locus_tag=b3657] [db_xref=UniProtKB/Swiss-Prot:P31435] [protein=putative xyloside transporter YicJ] [protein_id=AAC76681.2] [location=complement(3834547..3835929)] [gbkey=CDS]	13	1332	transporter
sp|P32137|YIHP_ECOLI|2.A.2.3.9	2.A.2.3.9	2,3-dihydroxypropane-1-sulfonate	EX_cpd31356_e0	rxn90102	sp|P32137|YIHP_ECOLI|2.A.2.3.9	100.000	0.0	904	100	lcl|U00096.3_cds_AAC76874.2_3807 [gene=yihP] [locus_tag=b3877] [db_xref=UniProtKB/Swiss-Prot:P32137] [protein=putative 2,3-dihydroxypropane-1-sulfonate export protein] [protein_id=AAC76874.2] [location=complement(4065809..4067194)] [gbkey=CDS]	1	1383	transporter
gnl|TC-DB|P30143|2.A.25.1.10	2.A.25.1.10	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P30143|2.A.25.1.10	100.000	0.0	920	100	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	1	1428	transporter
gnl|TC-DB|P30143|2.A.25.1.10	2.A.25.1.10	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|P30143|2.A.25.1.10	100.000	0.0	920	100	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	1	1428	transporter
gnl|TC-DB|P30145|2.A.25.1.2	2.A.25.1.2	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P30145|2.A.25.1.2	32.936	2.53e-48	169	92	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	169	1374	transporter
gnl|TC-DB|P30145|2.A.25.1.2	2.A.25.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P30145|2.A.25.1.2	32.936	2.53e-48	169	92	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	169	1374	transporter
gnl|TC-DB|Q6LX42|2.A.25.1.3	2.A.25.1.3	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|Q6LX42|2.A.25.1.3	38.991	3.00e-69	225	94	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	7	1272	transporter
gnl|TC-DB|Q6LX42|2.A.25.1.3	2.A.25.1.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q6LX42|2.A.25.1.3	38.991	3.00e-69	225	94	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	7	1272	transporter
gnl|TC-DB|Q8EII1|2.A.25.1.4	2.A.25.1.4	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q8EII1|2.A.25.1.4	36.854	5.94e-67	219	92	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	10	1269	transporter
gnl|TC-DB|Q45068|2.A.25.1.5	2.A.25.1.5	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|Q45068|2.A.25.1.5	42.342	3.79e-100	305	92	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	106	1428	transporter
gnl|TC-DB|W0WFC6|2.A.25.1.9	2.A.25.1.9	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|W0WFC6|2.A.25.1.9	35.045	7.96e-60	200	98	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	22	1338	transporter
gnl|TC-DB|W0WFC6|2.A.25.1.9	2.A.25.1.9	asparagine	EX_cpd00132_e0	rxn05508,rxn08161,rxn09782,rxn13229,rxn13230,rxn34455,rxn34491	gnl|TC-DB|W0WFC6|2.A.25.1.9	35.045	7.96e-60	200	98	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	22	1338	transporter
gnl|TC-DB|W0WFC6|2.A.25.1.9	2.A.25.1.9	glutamine	EX_cpd00053_e0	rxn05216,rxn09678,rxn09814,rxn13301,rxn13302,rxn34375,rxn34499,rxn11101	gnl|TC-DB|W0WFC6|2.A.25.1.9	35.045	7.96e-60	200	98	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	22	1338	transporter
gnl|TC-DB|W0WFC6|2.A.25.1.9	2.A.25.1.9	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|W0WFC6|2.A.25.1.9	35.045	7.96e-60	200	98	lcl|U00096.3_cds_AAC73118.1_7 [gene=yaaJ] [locus_tag=b0007] [db_xref=UniProtKB/Swiss-Prot:P30143] [protein=putative transporter YaaJ] [protein_id=AAC73118.1] [location=complement(6529..7959)] [gbkey=CDS]	22	1338	transporter
gnl|TC-DB|P0AD99|2.A.26.1.10	2.A.26.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P0AD99|2.A.26.1.10	100.000	0.0	803	100	lcl|U00096.3_cds_AAC73504.1_393 [gene=brnQ] [locus_tag=b0401] [db_xref=UniProtKB/Swiss-Prot:P0AD99] [protein=branched chain amino acid transporter BrnQ] [protein_id=AAC73504.1] [location=419591..420910] [gbkey=CDS]	1	1317	transporter
gnl|TC-DB|P25185|2.A.26.1.2	2.A.26.1.2	L-isoleucine	EX_cpd00322_e0	rxn05241,rxn05244,rxn08746,rxn13321,rxn13322,rxn29051,rxn34385,rxn34507	gnl|TC-DB|P25185|2.A.26.1.2	66.972	0.0	562	99	lcl|U00096.3_cds_AAC73504.1_393 [gene=brnQ] [locus_tag=b0401] [db_xref=UniProtKB/Swiss-Prot:P0AD99] [protein=branched chain amino acid transporter BrnQ] [protein_id=AAC73504.1] [location=419591..420910] [gbkey=CDS]	7	1314	transporter
gnl|TC-DB|P25185|2.A.26.1.2	2.A.26.1.2	valine	EX_cpd00156_e0	rxn05242,rxn05669,rxn09374,rxn09707,rxn29052,rxn34418,rxn05245,rxn29139,rxn33518,rxn33520	gnl|TC-DB|P25185|2.A.26.1.2	66.972	0.0	562	99	lcl|U00096.3_cds_AAC73504.1_393 [gene=brnQ] [locus_tag=b0401] [db_xref=UniProtKB/Swiss-Prot:P0AD99] [protein=branched chain amino acid transporter BrnQ] [protein_id=AAC73504.1] [location=419591..420910] [gbkey=CDS]	7	1314	transporter
gnl|TC-DB|P0AER8|2.A.27.1.1	2.A.27.1.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P0AER8|2.A.27.1.1	100.000	0.0	640	100	lcl|U00096.3_cds_AAC76677.1_3598 [gene=gltS] [locus_tag=b3653] [db_xref=UniProtKB/Swiss-Prot:P0AER8] [protein=glutamate:sodium symporter] [protein_id=AAC76677.1] [location=complement(3827460..3828665)] [gbkey=CDS]	1	1203	transporter
gnl|TC-DB|P73275|2.A.27.1.2	2.A.27.1.2	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P73275|2.A.27.1.2	41.470	5.38e-69	220	94	lcl|U00096.3_cds_AAC76677.1_3598 [gene=gltS] [locus_tag=b3653] [db_xref=UniProtKB/Swiss-Prot:P0AER8] [protein=glutamate:sodium symporter] [protein_id=AAC76677.1] [location=complement(3827460..3828665)] [gbkey=CDS]	58	1182	transporter
gnl|TC-DB|P73275|2.A.27.1.2	2.A.27.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P73275|2.A.27.1.2	41.470	5.38e-69	220	94	lcl|U00096.3_cds_AAC76677.1_3598 [gene=gltS] [locus_tag=b3653] [db_xref=UniProtKB/Swiss-Prot:P0AER8] [protein=glutamate:sodium symporter] [protein_id=AAC76677.1] [location=complement(3827460..3828665)] [gbkey=CDS]	58	1182	transporter
gnl|TC-DB|Q9HZ58|2.A.27.1.3	2.A.27.1.3	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q9HZ58|2.A.27.1.3	40.107	4.63e-49	168	92	lcl|U00096.3_cds_AAC76677.1_3598 [gene=gltS] [locus_tag=b3653] [db_xref=UniProtKB/Swiss-Prot:P0AER8] [protein=glutamate:sodium symporter] [protein_id=AAC76677.1] [location=complement(3827460..3828665)] [gbkey=CDS]	58	1155	transporter
gnl|TC-DB|Q0GE19|2.A.28.3.1	2.A.28.3.1	Sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q0GE19|2.A.28.3.1	27.551	1.07e-20	88.6	82	lcl|U00096.3_cds_AAC75463.1_2385 [gene=yfeH] [locus_tag=b2410] [db_xref=UniProtKB/Swiss-Prot:P39836] [protein=putative solute:Na(+) symporter] [protein_id=AAC75463.1] [location=2526946..2527944] [gbkey=CDS]	121	972	transporter
gnl|TC-DB|A1BA99|2.A.28.3.3	2.A.28.3.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|A1BA99|2.A.28.3.3	44.086	3.15e-51	169	87	lcl|U00096.3_cds_AAC75463.1_2385 [gene=yfeH] [locus_tag=b2410] [db_xref=UniProtKB/Swiss-Prot:P39836] [protein=putative solute:Na(+) symporter] [protein_id=AAC75463.1] [location=2526946..2527944] [gbkey=CDS]	121	957	transporter
gnl|TC-DB|P39836|2.A.28.3.4	2.A.28.3.4	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P39836|2.A.28.3.4	100.000	0.0	644	100	lcl|U00096.3_cds_AAC75463.1_2385 [gene=yfeH] [locus_tag=b2410] [db_xref=UniProtKB/Swiss-Prot:P39836] [protein=putative solute:Na(+) symporter] [protein_id=AAC75463.1] [location=2526946..2527944] [gbkey=CDS]	1	996	transporter
gnl|TC-DB|A6DUG7|2.A.28.3.5	2.A.28.3.5	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|A6DUG7|2.A.28.3.5	22.807	1.52e-13	67.4	84	lcl|U00096.3_cds_AAC75463.1_2385 [gene=yfeH] [locus_tag=b2410] [db_xref=UniProtKB/Swiss-Prot:P39836] [protein=putative solute:Na(+) symporter] [protein_id=AAC75463.1] [location=2526946..2527944] [gbkey=CDS]	124	951	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	leucine	EX_cpd00107_e0	rxn05240,rxn05243,rxn08785,rxn13339,rxn13340,rxn29053,rxn29140,rxn34387,rxn34508	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	L-methionine	EX_cpd00060_e0	rxn05615,rxn09672,rxn09738	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	S-adenosyl-L-methionine	EX_cpd00017_e0	rxn09696	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
gnl|TC-DB|P32487|2.A.3.10.10	2.A.3.10.1	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P32487|2.A.3.10.10	34.232	4.58e-92	290	78	lcl|U00096.3_cds_AAC75217.1_2137 [gene=lysP] [locus_tag=b2156] [db_xref=UniProtKB/Swiss-Prot:P25737] [protein=lysine:H(+) symporter] [protein_id=AAC75217.1] [location=complement(2247063..2248532)] [gbkey=CDS]	7	1428	transporter
